
5078,6,2,13,16,15,26,10,11,16,8,37,32,5,24,8,13,8,6,2,10,19,1,16,16,22,12,11,3,7,26,5,30,1,14,13,7,1,10,6,12,6,4,3,2,15,5,6,3,5,5,3,3,11,7,21,7,2,5,13,5,9,32,14,29,6,9,18,6,3,2,12,5,14,9,10,9,5,3,3,7,13,3,6,7,16,1,8,2,13,1,10,2,11,15,11,11,8,9,3,4,6,8,2,5,12,3,9,6,8,1,13,9,22,5,9,8,3,5,6,2,6,3,12,10,12,24,12,39,5,1,3,6,6,14,4,6,1,6,5,15,4,1,3,4,6,1,6,5,7,1,5,9,4,5,3,1,5,12,2,16,2,6,2,6,2,4,5,3,7,5,1,5,2,3,3,5,6,8,3,1,1,3,5,4,5,1,3,5,4,13,4,9,2,2,3,5,2,4,5,1,3,5,4,2,4,6,2,2,3,5,4,2,4,3,4,4,6,2,2,4,5,7,4,4,4,1,2,8,5,1,3,1,1,5,4,1,3,9,5,11,5,4,1,4,3,7,7,4,2,4,4,8,7,39
5081,1,11,16,14,16,25,5,13,6,18,29,25,8,14,6,3,1,4,7,14,12,14,18,10,11,9,9,6,5,28,6,21,19,1,11,11,8,9,13,6,5,9,10,8,10,4,14,11,5,4,5,4,10,1,8,5,4,6,19,5,6,34,2,17,23,1,9,4,3,5,7,2,10,7,7,3,8,5,5,3,16,11,11,7,16,4,8,14,12,6,3,8,16,12,6,11,12,4,6,3,11,6,10,9,14,5,10,9,3,14,7,6,14,6,6,7,5,5,11,4,17,8,9,8,16,35,13,29,9,10,3,4,5,5,7,6,2,3,2,3,1,4,3,9,4,3,9,1,10,6,2,3,5,7,7,7,5,12,3,10,1,0,1,7,3,3,5,3,2,4,3,4,2,6,3,6,7,12,3,1,4,8,3,8,8,2,3,3,7,10,2,7,3,3,2,4,4,3,2,4,3,6,2,2,2,4,3,2,4,3,6,7,3,4,4,5,2,5,4,4,5,8,5,5,1,2,0,2,7,3,5,3,2,2,1,2,4,9,7,8,6,5,3,4,3,3,7,9,4,3,4,9,7,36
5077,16,20,10,9,22,26,19,17,17,6,19,19,4,19,14,7,15,15,9,7,9,17,15,24,13,7,12,3,1,20,7,33,9,6,9,12,7,7,9,11,10,7,10,8,11,4,7,7,4,7,8,6,7,11,12,2,4,13,24,7,10,13,12,31,12,8,10,3,3,3,11,8,12,9,10,6,2,12,6,4,7,7,12,10,11,6,3,8,17,5,4,5,16,16,3,5,10,11,6,5,12,8,9,2,9,9,7,8,2,1,11,1,23,17,14,12,8,15,10,8,9,2,7,2,14,37,8,31,6,6,4,6,4,16,1,11,8,10,2,2,9,6,7,2,7,3,1,6,8,5,4,3,6,5,2,6,1,8,4,10,5,6,1,2,10,2,3,3,8,2,4,3,5,4,0,8,4,2,8,2,4,4,8,6,1,2,5,5,2,10,1,14,4,3,4,3,2,3,2,1,4,6,4,3,3,5,2,4,6,6,5,3,2,1,3,1,2,6,2,2,3,7,2,8,4,3,4,4,4,6,4,3,2,3,3,5,2,8,7,6,9,6,5,6,1,4,4,2,4,7,6,14,6,39
5092,14,8,9,16,16,17,12,15,17,15,32,16,1,19,11,7,14,15,6,9,8,9,6,17,7,9,6,7,11,36,7,29,9,13,3,21,2,14,16,6,10,4,6,7,12,5,2,14,6,2,10,22,21,9,12,16,9,12,4,17,7,30,12,35,25,14,14,8,2,15,13,7,4,12,6,9,10,18,13,10,6,5,4,7,7,9,10,4,11,15,4,5,9,18,2,8,9,13,6,6,8,16,8,7,15,6,4,13,1,10,13,3,12,10,8,3,11,11,5,11,8,5,5,10,4,39,3,27,8,6,4,6,3,5,3,5,0,10,12,6,4,5,12,2,10,10,5,6,8,2,7,2,7,7,3,8,7,10,4,6,4,9,14,5,4,2,5,4,12,0,8,2,6,10,6,2,3,11,4,6,6,2,9,9,4,10,6,10,3,7,2,7,9,5,3,1,8,3,5,6,5,3,6,9,1,4,2,0,2,2,5,5,3,3,6,2,2,9,4,6,6,9,6,6,2,4,1,4,4,3,5,3,3,2,3,4,3,7,10,7,10,2,8,3,3,8,3,4,6,6,7,14,10,42
5080,15,8,3,9,18,23,26,13,29,31,39,40,10,16,17,5,4,12,16,13,8,14,2,4,10,17,18,10,4,32,12,37,11,2,12,5,6,3,8,15,7,4,8,3,15,8,13,5,5,15,13,9,7,11,20,18,19,13,18,16,13,10,9,20,17,34,27,23,9,2,5,11,11,14,13,16,18,13,10,10,22,15,5,6,7,5,4,7,9,8,3,2,19,10,8,14,15,8,14,4,7,11,4,4,9,4,13,5,3,2,9,5,9,4,4,9,5,6,10,8,2,7,3,11,7,29,5,28,5,3,5,4,6,2,2,12,6,3,1,1,7,7,13,6,8,5,11,1,2,7,5,6,1,7,10,5,3,3,7,8,3,7,8,5,13,3,1,1,5,6,9,13,6,5,10,7,10,2,4,5,5,4,7,11,8,4,10,8,7,3,6,23,6,3,8,5,8,0,5,4,4,2,4,2,2,3,1,2,7,3,2,1,3,2,2,1,9,2,5,6,4,4,4,5,1,6,10,3,6,6,1,2,2,4,1,2,2,10,1,4,5,1,7,7,7,5,2,7,5,9,4,13,3,40
5077,16,7,12,18,17,21,17,2,15,10,32,45,20,16,8,11,1,4,4,5,10,16,15,29,18,10,2,5,4,24,11,28,9,9,8,9,20,15,13,7,8,2,3,2,11,7,13,13,3,6,7,11,14,8,8,6,14,4,9,2,6,25,5,29,8,4,21,11,2,8,12,2,14,1,10,12,13,4,2,7,9,9,6,8,7,7,4,4,9,8,7,6,15,11,3,6,8,3,9,10,3,5,4,5,6,7,8,3,7,8,8,5,17,7,13,11,1,1,8,9,7,10,4,9,12,47,6,24,3,4,3,9,1,15,3,12,3,4,1,6,4,5,4,3,0,10,3,5,10,6,3,8,3,5,10,3,5,15,3,13,3,4,11,6,7,5,2,5,3,5,3,2,3,7,2,5,13,7,5,6,12,1,3,12,2,4,4,4,6,10,6,10,3,2,2,5,2,4,4,3,1,1,5,4,3,6,4,4,2,7,5,3,1,2,4,4,3,3,1,2,9,6,6,7,4,7,4,3,6,3,4,4,1,5,7,3,4,8,5,11,7,7,3,3,3,6,4,4,2,2,5,9,9,44
5087,10,8,11,8,10,24,24,7,21,27,36,40,31,31,16,10,15,11,19,21,13,33,19,10,13,13,3,8,4,20,11,32,19,2,11,11,7,9,23,9,5,7,4,3,11,8,3,5,8,7,13,11,9,5,3,6,2,1,11,1,6,31,5,24,12,10,12,6,8,9,7,4,7,9,12,12,16,13,5,6,17,3,3,2,13,7,6,3,8,5,5,14,10,12,11,5,8,8,6,7,8,7,6,3,13,7,7,10,7,7,7,3,11,3,2,3,4,14,11,6,9,5,9,6,7,34,3,34,4,4,5,8,9,13,6,4,3,12,3,8,5,4,7,9,2,4,4,4,1,7,5,3,1,3,5,1,5,10,3,9,10,6,2,5,2,1,7,6,3,2,3,2,3,4,5,3,8,4,6,1,2,6,3,5,1,4,9,5,4,11,1,10,1,3,3,5,2,5,3,5,4,4,3,1,8,3,3,3,5,3,5,3,8,3,2,1,3,3,5,5,3,4,4,6,7,6,5,3,2,2,2,6,2,2,1,6,3,6,8,3,7,4,5,4,5,6,8,1,3,2,4,13,2,39
5079,10,9,15,13,17,28,20,10,20,17,28,24,24,32,20,18,2,6,6,15,16,13,16,34,19,7,10,5,4,20,9,22,14,11,16,13,15,7,15,11,12,9,4,1,12,7,15,8,3,7,8,10,1,2,16,5,5,7,1,5,7,24,4,13,4,11,16,6,6,6,9,4,8,3,16,9,10,6,10,4,7,3,10,4,13,9,6,4,12,13,9,12,13,11,2,2,8,7,9,4,10,12,12,7,12,2,9,3,3,7,7,6,23,5,4,13,3,3,14,5,14,2,10,2,6,32,6,33,8,2,6,6,5,18,7,6,1,6,1,2,4,4,3,3,3,4,4,6,6,6,3,6,3,9,6,4,5,10,3,13,10,7,13,3,1,4,8,6,7,2,2,4,4,3,5,5,5,7,7,1,1,4,3,4,6,9,3,6,6,15,5,6,3,8,3,8,2,5,2,5,5,5,2,5,2,2,5,1,9,5,4,3,1,5,9,5,6,6,8,5,4,7,5,5,0,2,4,1,2,5,4,5,5,3,2,5,2,3,3,6,3,3,3,4,0,2,4,3,1,5,1,13,6,39
5078,22,17,20,2,19,27,14,18,5,8,21,31,27,21,12,1,4,13,7,9,7,1,7,19,15,3,11,6,8,27,5,31,14,6,10,7,3,9,15,10,4,6,12,4,9,6,13,10,10,8,9,13,12,7,11,5,1,5,4,4,13,33,7,21,16,10,5,3,11,2,12,17,24,15,11,5,15,10,16,3,12,6,4,4,12,4,8,5,11,8,6,5,11,21,13,5,11,4,9,4,12,10,4,7,8,7,7,8,8,15,3,3,11,6,10,12,7,4,12,6,8,8,2,5,9,33,8,35,7,3,4,5,4,6,9,6,8,4,8,6,3,5,4,7,6,13,2,6,5,3,8,4,11,8,1,2,2,12,5,12,4,2,6,2,3,6,6,3,2,2,2,3,4,5,8,5,4,6,4,12,5,5,7,12,6,5,7,6,5,8,5,4,3,6,5,3,1,1,2,6,2,2,2,2,2,6,3,2,7,7,1,6,6,5,6,3,4,6,3,5,4,5,4,8,1,5,3,4,5,7,3,3,2,4,3,6,0,5,4,3,6,4,4,3,1,2,2,6,1,6,1,15,6,41
5080,8,8,15,10,11,17,6,14,7,10,27,23,25,19,2,8,4,11,12,14,13,34,27,8,13,8,12,7,5,29,9,28,9,8,13,10,12,10,13,8,7,6,6,2,2,16,5,8,6,4,3,10,8,7,18,12,4,5,16,7,14,27,5,27,13,17,10,9,4,14,3,7,9,7,9,5,8,3,9,3,7,8,17,4,14,5,9,3,12,4,6,8,12,7,5,5,13,9,13,5,7,11,12,2,6,12,7,1,5,10,9,6,13,4,13,10,3,4,9,3,14,3,9,3,8,36,7,26,6,5,11,7,6,7,5,9,3,3,5,4,5,4,1,8,6,5,5,4,13,4,6,4,1,10,4,0,3,9,1,14,7,5,5,3,4,4,7,5,6,1,2,5,2,5,4,6,4,4,2,1,3,7,6,3,4,7,5,5,3,8,8,7,2,4,3,4,1,0,4,5,5,2,3,5,1,4,5,3,9,5,2,5,6,1,3,1,1,12,8,5,6,4,4,6,3,2,5,4,4,1,3,7,2,4,3,4,4,3,3,7,1,4,6,1,1,3,2,4,2,7,3,13,3,44
