
115.8780593,-7.4141683,0.7405481,-2.1023733,-3.9951138,-0.6286561,1.2517724,0.7348042,-1.3492612,-2.1349792,2.6473031,1.5490555,-2.0199966,-1.2825760
119.5378112,-7.4362001,-0.4913444,-1.9148809,-2.7380986,0.9270525,-0.1789556,-1.4103882,-1.3760595,-0.8322699,3.9933908,1.8362791,-1.6601738,-2.5151548
119.4649200,-5.5490489,-0.0281405,-3.4513466,-3.0935049,-0.9477785,-0.7632966,-2.2029161,-2.8320045,-1.6251647,5.3936977,3.9315452,-1.2968621,-1.1493358
118.2520217,-6.8554215,1.2837414,-1.7337689,-2.5535278,-0.0259819,0.4705040,-0.1659632,-1.2450680,-0.6784132,3.2730910,3.1675848,-1.1070358,-1.7635309
123.8473358,-4.6477932,-0.4922814,-4.7756500,-4.0036354,-0.3163962,0.6051750,-0.4019046,-0.9121504,-2.2242994,1.2178544,1.6046597,-0.2488062,-1.3659880
115.1757583,-7.7825388,0.8566919,-2.1018424,-2.3907299,0.0347795,0.1183133,0.6520581,-1.7864408,-2.7984197,2.1573975,1.9069490,-0.7572386,-1.5435667
118.6689376,-8.8664712,-0.8369723,-1.3920464,-3.2860651,-1.2182621,1.6857004,-0.2349114,-2.9008913,-1.4001798,2.0094368,1.5008046,-1.0957360,-1.5679852
116.4128417,-8.3569602,0.0335793,-0.9727450,-0.9434457,1.8333859,1.9612450,-0.4318681,-2.6678881,-2.4811413,1.4788038,1.1796941,-1.4542367,-1.8856987
117.1049041,-7.3088231,0.9052644,-1.1536040,-1.3687529,0.3156981,0.6855390,-0.4535980,-1.0359535,-0.7167094,2.2193193,0.8897946,-1.9728555,-2.5731346
117.2066650,-9.1661720,-0.2851133,-1.3047142,-1.7031297,0.6161909,0.8654495,0.7493582,-0.6000447,-0.5508301,1.9095038,1.1446342,-1.9480592,-1.9116546
118.1491394,-6.9991540,-0.4277692,-2.5068211,-2.3967447,1.2208676,0.4159930,-0.6282949,-0.9104429,-1.9202415,1.2714865,0.8527839,-2.0061931,-1.9592823
116.8845443,-6.7893261,1.4889516,-1.5850055,-2.0624408,-0.1377330,-0.2534132,-0.3656650,-1.4776778,-2.0709228,2.3237185,2.1237678,-2.4972121,-1.4075012
117.8086853,-8.6204204,0.4409814,-0.8737536,-3.1876730,-0.8600340,0.1569290,-0.1255703,-1.8168182,-1.2106158,2.2127740,0.8110659,-2.3895380,-2.6258413
115.1364898,-7.8360710,1.7964067,-1.0183403,-2.5083999,0.4535842,0.2746615,0.0697060,-1.5855107,-2.6409730,2.0225889,1.4235184,-3.1456744,-2.1907367
113.5169067,-7.6764235,1.6042847,-0.3257089,-1.8684110,-0.5543585,-0.0419941,-0.4800069,-0.6780844,-1.8311648,3.6962399,2.8897891,-2.4751591,-2.7314305
114.4294433,-8.2469043,-0.0081835,-2.8977649,-2.5878911,0.7334623,0.6063185,0.2601223,-1.1956958,-2.5446839,2.6794888,1.4948606,-2.5125970,-1.2689456
113.8449249,-7.2444009,1.4101490,-1.1588511,-0.9497757,0.5041947,0.0892568,-0.5675020,-0.7520308,-2.1957886,1.7710051,2.0292580,-2.2261233,-1.3603196
117.0596847,-7.3228020,0.3092232,-0.3778701,-1.6351714,0.5110807,-0.8464394,-0.7396955,-1.2878823,-0.4566612,2.4963374,1.5735156,-1.3332393,-1.3055286
117.1249542,-7.8002524,0.1300621,-1.3685469,-1.5631599,1.2200951,0.1554933,0.3232756,-0.3515978,-1.9004216,2.0124292,1.0041675,-0.9127238,0.1476948
114.8904418,-8.8028783,-0.2703171,-1.8634626,-2.3532466,-0.3407388,-0.1575122,-0.3738837,-2.2835459,-3.0402734,1.9640874,1.2434055,-2.1152615,-1.2490284
114.4777526,-9.1187934,0.0459509,-1.2659389,-2.2780680,-0.2510500,0.7243464,-0.1760900,-1.2325677,-1.5654718,1.9249727,-0.0096900,-3.9523818,-1.6193296
115.2324829,-8.8847618,-0.3387403,-1.7933561,-2.3148913,-0.6947513,-0.3674035,-1.8053178,-2.8590235,-1.8485242,1.8821787,1.5476093,-1.4312365,-1.9213830
115.9992752,-7.2751498,0.6679645,-1.3931460,-1.2969560,-0.3384385,-0.7316051,-1.1200487,-1.1818842,-2.0224511,2.7917678,1.4592182,-1.0035433,-1.2781789
112.4778060,-9.3548431,1.1539006,-1.1827502,-1.7205648,-0.5871222,-1.4945831,0.0193181,-1.2433357,-2.0069093,2.1381361,3.1510405,-1.8116199,-2.5637481
